First_Name Middle_Name,Family_Name,Institution,Category
Tanya,Barrett,1,Biology & Biochemistry
Richard A,Feely,1,Geosciences
Mark E,Dickinson,1,Space Science
Keith,Emery,1,Engineering
Haijiang,Wang,1,Engineering
Jiujun,Zhang,1,Engineering
Maria Cristina,Facchini,1,Geosciences
Kin-Lu,Wong,1,Engineering
Chih-Jen,Lin,1,Computer Science
Constantine D,Rakopoulos,1,Engineering
Dimitrios C,Rakopoulos,1,Engineering
Donal,O'Regan,1,Mathematics
Henry J,Curran,1,Engineering
Colin D,O'Dowd,1,Geosciences
John M,Simmie,1,Engineering
Rui,Zhang,1,Computer Science
Xiaogang,Liu,1,Chemistry
Antonio H,Castro-Neto,1,Physics
Dejian,Huang,1,Agricultural Sciences
Navjot S,Sodhi,1,Environment/Ecology
Jim Yang,Lee,1,Materials Science
Bin,Liu,1,Materials Science
Seeram,Ramakrishna,1,Materials Science
Zuowei,Shen,1,Mathematics
Shuicheng,Yan,1,Engineering
Alexandra-Maria,Klein,1,Environment/Ecology
Xavier,Gabaix,1,Economics & Business
Paola,Sapienza,1,Economics & Business
Steven,Kaplan,1,Economics & Business
Louisa K,Emmons,1,Geosciences
Bette L,Otto-Bliesner,1,Geosciences
Ruth,Nussinov,1,Biology & Biochemistry
Demetrius,Albanes,1,"Social Sciences, general"
Stephen J,Chanock,1,Molecular Biology & Genetics
Gordon M,Cragg,1,Pharmacology & Toxicology
Carrie N,Klabunde,1,"Social Sciences, general"
Jay H,Lubin,1,"Social Sciences, general"
David J,Newman,1,Pharmacology & Toxicology
Nicholas P,Restifo,1,Immunology
Steven A,Rosenberg,1,Clinical Medicine
Steven A,Rosenberg,1,Immunology
Arthur,Schatzkin,1,"Social Sciences, general"
Giorgio,Trinchieri,1,Immunology
Thomas J,Walsh,1,Immunology
Jian-Fang,Ma,1,Chemistry
Zhong-Min,Su,1,Chemistry
Jin,Yang,1,Chemistry
Chris,Huntingford,1,Geosciences
Marcel E,Visser,1,Plant & Animal Science
Ron,De Graaf,1,Psychiatry/Psychology
Simeon,Djankov,1,Economics & Business
Bharat B,Biswal,1,Neuroscience & Behavior
MengChu,Zhou,1,Engineering
Stephanie A,Snedden,1,Space Science
Kurunthachalam,Kannan,1,Environment/Ecology
F Xavier,Castellanos,1,Neuroscience & Behavior
Elza,Erkip,1,Computer Science
Henry R,Black,1,Clinical Medicine
Michael R,Blanton,1,Space Science
Gyoergy,Buzsaki,1,Neuroscience & Behavior
Jacqueline A,French,1,Neuroscience & Behavior
Elodie,Ghedin,1,Microbiology
David W,Hogg,1,Space Science
Dan R,Littman,1,Immunology
Silvia Giuliana,Priori,1,Clinical Medicine
Christopher J,O'Donnell,1,Molecular Biology & Genetics
Arian,Laurence,1,Immunology
Charles M,Marcus,1,Physics
Pal,Pacher,1,Pharmacology & Toxicology
Stefan,Schouten,1,Geosciences
Thomas L,Delworth,1,Geosciences
Paul A,Ginoux,1,Geosciences
Isaac M,Held,1,Geosciences
Larry W,Horowitz,1,Geosciences
Ann M,Middlebrook,1,Geosciences
Gabriel A,Vecchi,1,Geosciences
Robin S,Waples,1,Environment/Ecology
Andrew T,Wittenberg,1,Geosciences
Kim,Lewis,1,Microbiology
Vladimir P,Torchilin,1,Pharmacology & Toxicology
Andrei,Zelevinsky,1,Mathematics
Huaguang,Zhang,1,Engineering
Antonio,Facchetti,1,Chemistry
Antonio,Facchetti,1,Materials Science
Torben,Andersen,1,Economics & Business
Ted,Belytschko,1,Engineering
Eileen H,Bigio,1,Neuroscience & Behavior
Robert O,Bonow,1,Clinical Medicine
David,Cella,1,"Social Sciences, general"
Martin,Eichenbaum,1,Economics & Business
Omar K,Farha,1,Chemistry
Mihai,Gheorghiade,1,Clinical Medicine
Philip,Greenland,1,Clinical Medicine
Jiaxing,Huang,1,Chemistry
Yonggang Y,Huang,1,Materials Science
Joseph T,Hupp,1,Chemistry
Donald M,Lloyd-Jones,1,Clinical Medicine
Tobin J,Marks,1,Chemistry
Tobin J,Marks,1,Materials Science
Chad A,Mirkin,1,Chemistry
SonBinh T,Nguyen,1,Chemistry
George C,Schatz,1,Chemistry
George C,Schatz,1,Physics
Karl A,Scheidt,1,Chemistry
Randall Q,Snurr,1,Chemistry
J Fraser,Stoddart,1,Chemistry
Richard P,Van Duyne,1,Chemistry
Francis J,Giles,1,Clinical Medicine
Stephen B,Hanauer,1,Clinical Medicine
Clyde W,Yancy,1,Clinical Medicine
Andreas,Stohl,1,Geosciences
Andrew D,Oxman,1,"Social Sciences, general"
Gunn E,Vist,1,"Social Sciences, general"
Michael,Schulz,1,Geosciences
Edvard I,Moser,1,Neuroscience & Behavior
May-Britt,Moser,1,Neuroscience & Behavior
Martin B,Keller,1,Psychiatry/Psychology
Sheng,Dai,1,Chemistry
Sanzhong,Li,1,Geosciences
William T,Abraham,1,Clinical Medicine
Hojjat,Adeli,1,Computer Science
Hojjat,Adeli,1,Engineering
Clara D,Bloomfield,1,Clinical Medicine
Carlo Maria,Croce,1,Clinical Medicine
Hesham,El Gamal,1,Computer Science
Rattan,Lal,1,Agricultural Sciences
Ness B,Shroff,1,Computer Science
David H,Weinberg,1,Space Science
Jian Feng,Ma,1,Plant & Animal Science
Naoki,Yamaji,1,Plant & Animal Science
Ramanjulu,Sunkar,1,Plant & Animal Science
Igor,Jurisica,1,Computer Science
Mark P,Purdue,1,"Social Sciences, general"
Joan S,Ash,1,"Social Sciences, general"
Brian J,Druker,1,Clinical Medicine
Eric,Fombonne,1,Psychiatry/Psychology
Eric,Gouaux,1,Biology & Biochemistry
Michael C,Heinrich,1,Clinical Medicine
Susan L,Norris,1,"Social Sciences, general"
James C,Carrington,1,Plant & Animal Science
Hong,Liu,1,Environment/Ecology
Joseph W,Spatafora,1,Plant & Animal Science
Markus,Kleber,1,Agricultural Sciences
Tetsuya,Satoh,1,Chemistry
Hiroaki,Hemmi,1,Immunology
Shizuo,Akira,1,Biology & Biochemistry
Shizuo,Akira,1,Immunology
Tatsuo,Kakimoto,1,Plant & Animal Science
Shimon,Sakaguchi,1,Immunology
Kiyoshi,Takeda,1,Immunology
Satoshi,Uematsu,1,Immunology
Masahiro,Yamamoto,1,Immunology
Tamotsu,Yoshimori,1,Molecular Biology & Genetics
Masahiro,Miura,1,Chemistry
Mario,Boccadoro,1,Clinical Medicine
Salvatore,Siena,1,Clinical Medicine
Jeremy M,Grimshaw,1,"Social Sciences, general"
David,Moher,1,Clinical Medicine
Eugene,Kulesha,1,Biology & Biochemistry
Ian,Longden,1,Biology & Biochemistry
Joanna,Dunkley,1,Space Science
Richard C,Easter,1,Geosciences
Steven J,Ghan,1,Geosciences
Jun,Liu,1,Chemistry
Jun,Liu,1,Materials Science
Philip J,Rasch,1,Geosciences
Ji-Guang,Zhang,1,Engineering
Laxmaiah,Manchikanti,1,Neuroscience & Behavior
Maxime,Dougados,1,Clinical Medicine
Bruno,Dubois,1,Neuroscience & Behavior
Petra S,Langendijk-Genevaux,1,Biology & Biochemistry
Urs,Baltensperger,1,Geosciences
Andre SH,Prevot,1,Geosciences
Jurek,Krzesinski,1,Space Science
Shaojun,Guo,1,Chemistry
Zhisheng,Duan,1,Engineering
Song,Gao,1,Chemistry
Zhang-Jie,Shi,1,Chemistry
Chunhui,Huang,1,Chemistry
Bi-Jie,Li,1,Chemistry
Nan-Lin,Wang,1,Physics
Steven M,Ettinger,1,Clinical Medicine
William Nielsen,Brandt,1,Space Science
David N,Burrows,1,Space Science
David M,Geiser,1,Plant & Animal Science
Runze,Li,1,Mathematics
Bruce E,Logan,1,Environment/Ecology
Michael E,Mann,1,Geosciences
Donald P,Schneider,1,Space Science
Chao-Yang,Wang,1,Engineering
Joshua D,Lambert,1,Agricultural Sciences
Robert C,Myers,1,Physics
Deanna M,Church,1,Biology & Biochemistry
R Scott,Obach,1,Pharmacology & Toxicology
Anthony J,Coyle,1,Immunology
Michael E,Thase,1,Psychiatry/Psychology
Wolfgang J,Parak,1,Materials Science
Tanya Z,Berardini,1,Biology & Biochemistry
Alexandre B,Tsybakov,1,Mathematics
Hean L,Koo,1,Microbiology
Lionel,Breuza,1,Biology & Biochemistry
Marc,Feuermann,1,Biology & Biochemistry
Ursula,Hinz,1,Biology & Biochemistry
Damien,Lieberherr,1,Biology & Biochemistry
Ivo,Pedruzzi,1,Biology & Biochemistry
Sylvain,Poux,1,Biology & Biochemistry
Catherine,Rivoire,1,Biology & Biochemistry
Pirjo H,Mattila,1,Agricultural Sciences
Kimoon,Kim,1,Chemistry
Daniele,Ielmini,1,Engineering
Erasmo,Carrera,1,Engineering
Soottawat,Benjakul,1,Agricultural Sciences
David N,Spergel,1,Space Science
Chung K,Law,1,Engineering
Neta A,Bahcall,1,Space Science
David M,Blei,1,Computer Science
Robert J,Cava,1,Physics
Andrew P,Dobson,1,Environment/Ecology
Jianqing,Fan,1,Mathematics
Christodoulos A,Floudas,1,Computer Science
James E,Gunn,1,Space Science
M  Zahid,Hasan,1,Physics
Norman,Jarosik,1,Space Science
Gillian R,Knapp,1,Space Science
Robert H,Lupton,1,Space Science
David WC,MacMillan,1,Chemistry
Nai Phuan,Ong,1,Physics
Peter,Ozsvath,1,Mathematics
Lyman A,Page,1,Space Science
H Vincent,Poor,1,Computer Science
Stephen,Redding,1,Economics & Business
Jorge L,Sarmiento,1,Geosciences
Ronald J,Stouffer,1,Geosciences
Michael A,Strauss,1,Space Science
Zoltan,Szabo,1,Mathematics
Sergio,Verdu,1,Computer Science
Eric F,Wood,1,Geosciences
Se-Kwon,Kim,1,Agricultural Sciences
Issam,Mudawar,1,Engineering
Jian-Kang,Zhu,1,Plant & Animal Science
Zhixiang,Chen,1,Plant & Animal Science
R Graham,Cooks,1,Chemistry
Supriyo,Datta,1,Engineering
David J,Love,1,Computer Science
Mazen Omar,Hasna,1,Computer Science
Mark J,Smyth,1,Immunology
Nicholas G,Martin,1,Molecular Biology & Genetics
Grant W,Montgomery,1,Molecular Biology & Genetics
Mark J,Caulfield,1,Molecular Biology & Genetics
Jack,Cuzick,1,Clinical Medicine
Patricia B,Munroe,1,Molecular Biology & Genetics
Panos,Deloukas,1,Molecular Biology & Genetics
Vo,Anh,1,Mathematics
Fawang,Liu,1,Mathematics
I,Turner,1,Mathematics
Christian F,Beckmann,1,Neuroscience & Behavior
Mikhail I,Katsnelson,1,Physics
Lambertus A,Kiemeney,1,Molecular Biology & Genetics
Dennis R,Burton,1,Microbiology
Todd M,Allen,1,Microbiology
Paul G,Shekelle,1,Clinical Medicine
Erik,De Clercq,1,Pharmacology & Toxicology
Rainer,Waser,1,Materials Science
Simon B,Eickhoff,1,Neuroscience & Behavior
Dieter,Enders,1,Chemistry
Magnus,Rueping,1,Chemistry
Juergen,Braun,1,Clinical Medicine
Pulickel M,Ajayan,1,Materials Science
Pedro JJ,Alvarez,1,Environment/Ecology
Richard G,Baraniuk,1,Engineering
Bonnie,Bartel,1,Plant & Animal Science
Naomi J,Halas,1,Chemistry
Naomi J,Halas,1,Physics
Antonios G,Mikos,1,Pharmacology & Toxicology
Peter,Nordlander,1,Physics
Gustavo E.,Scuseria,1,Physics
Tayfun E,Tezduyar,1,Computer Science
Tayfun E,Tezduyar,1,Engineering
James M,Tour,1,Chemistry
Lars,Kober,1,Clinical Medicine
Yoshinori,Tokura,1,Physics
Hitoshi,Sakakibara,1,Plant & Animal Science
Motoaki,Seki,1,Plant & Animal Science
Shohei,Hori,1,Immunology
Miki,Fujita,1,Plant & Animal Science
Takuzo,Aida,1,Chemistry
Atsushi,Hanada,1,Plant & Animal Science
Masami Yokota,Hirai,1,Plant & Animal Science
Yuji,Kamiya,1,Plant & Animal Science
Masatomo,Kobayashi,1,Plant & Animal Science
Kazuo,Shinozaki,1,Plant & Animal Science
Ken,Shirasu,1,Plant & Animal Science
Yuichi,Sugiyama,1,Pharmacology & Toxicology
Naoto,Nagaosa,1,Physics
Andrew J,Lees,1,Neuroscience & Behavior
Xinghuo,Yu,1,Engineering
Udo P,Sechtem,1,Clinical Medicine
Panagiotis,Kamtsiuris,1,"Social Sciences, general"
Baerbel-Maria,Kurth,1,"Social Sciences, general"
Michael,Lange,1,"Social Sciences, general"
Angelika Schaffrath,Rosario,1,"Social Sciences, general"
Paul D,Bieniasz,1,Microbiology
Jean-Laurent,Casanova,1,Immunology
Bruce S,McEwen,1,Neuroscience & Behavior
Michel C,Nussenzweig,1,Immunology
Charles M,Rice,1,Microbiology
Ralph M,Steinman,1,Immunology
Thomas,Tuschl,1,Biology & Biochemistry
Andrew,Hyland,1,"Social Sciences, general"
Jurriaan,Ton,1,Plant & Animal Science
Steve P,McGrath,1,Agricultural Sciences
Mark W,Chase,1,Plant & Animal Science
David,Cunningham,1,Clinical Medicine
Gareth J,Morgan,1,Clinical Medicine
Ute,Kraemer,1,Plant & Animal Science
Bernd,Marschner,1,Agricultural Sciences
Ralf,Bartenschlager,1,Microbiology
Christopher G,Goetz,1,Neuroscience & Behavior
Robert A,Weinstein,1,"Social Sciences, general"
David A,Bennett,1,Neuroscience & Behavior
Julie A,Schneider,1,Neuroscience & Behavior
Sergey V,Morozov,1,Physics
Saurabh W,Jha,1,Space Science
Jing,Li,1,Chemistry
Rachael,Winfree,1,Environment/Ecology
Chi-Tang,Ho,1,Agricultural Sciences
Chung S,Yang,1,Agricultural Sciences
Bjoern,Usadel,1,Plant & Animal Science
Ralph,Panstruga,1,Plant & Animal Science
Carsten,Bolm,1,Chemistry
Yong,Cao,1,Materials Science
Hongbin,Wu,1,Materials Science
Hin-Lap,Yip,1,Materials Science
Brandon F,Keele,1,Microbiology
Jeffrey D,Lifson,1,Microbiology
Jonathan DG,Jones,1,Plant & Animal Science
Sophien,Kamoun,1,Plant & Animal Science
Joe,Win,1,Plant & Animal Science
Cyril,Zipfel,1,Plant & Animal Science
Henry A,Nasrallah,1,Psychiatry/Psychology
Joanne,Chory,1,Plant & Animal Science
Joseph R,Ecker,1,Plant & Animal Science
Fred H,Gage,1,Neuroscience & Behavior
Michael K,Udvardi,1,Plant & Animal Science
Terry L,Conway,1,"Social Sciences, general"
Randal J,Kaufman,1,Biology & Biochemistry
Michael C,Holmes,1,Biology & Biochemistry
Jeffrey C,Miller,1,Biology & Biochemistry
Howard A,Burris,1,Clinical Medicine
Guy,Coates,1,Biology & Biochemistry
Tianyou,Zhai,1,Materials Science
Eric J,Topol,1,Clinical Medicine
Phil S,Baran,1,Chemistry
Carlos F,Barbas,1,Chemistry
Benjamin F,Cravatt,1,Biology & Biochemistry
Keary M,Engle,1,Chemistry
Pascal,Poignard,1,Microbiology
K Barry,Sharpless,1,Chemistry
Ian A,Wilson,1,Biology & Biochemistry
Ian A,Wilson,1,Microbiology
Richard T,Wyatt,1,Microbiology
John R,Yates,1,Biology & Biochemistry
Jin-Quan,Yu,1,Chemistry
Mohamed,Oukka,1,Immunology
M Eshaghi,Gordji,1,Mathematics
Taeghwan,Hyeon,1,Chemistry
Taeghwan,Hyeon,1,Materials Science
Chung-Mo,Park,1,Plant & Animal Science
Shijun,Liao,1,Mathematics
Hong-Bin,Shen,1,Biology & Biochemistry
Brigitte,Boeckmann,1,Biology & Biochemistry
Elisabeth,Gasteiger,1,Biology & Biochemistry
Nicole,Redaschi,1,Biology & Biochemistry
Bernd,Roechert,1,Biology & Biochemistry
Guiwu,Wei,1,Computer Science
Zeshui,Xu,1,Computer Science
Jens K,Norskov,1,Chemistry
Michael F,Toney,1,Chemistry
Michael F,Toney,1,Materials Science
Marian,Valko,1,Pharmacology & Toxicology
Thomas J,Lynch,1,Clinical Medicine
Jun,Fang,1,Pharmacology & Toxicology
Hiroshi,Maeda,1,Pharmacology & Toxicology
Shuit-Tong,Lee,1,Materials Science
Zhuang,Liu,1,Chemistry
Zhuang,Liu,1,Materials Science
Jinde,Cao,1,Computer Science
Jinde,Cao,1,Engineering
Jinde,Cao,1,Mathematics
Wenwu,Yu,1,Engineering
Anton M,Koekemoer,1,Space Science
Michael,Spedding,1,Pharmacology & Toxicology
Peter D,Karp,1,Biology & Biochemistry
Suzanne,Paley,1,Biology & Biochemistry
Thomas R,Webb,1,Pharmacology & Toxicology
David P,Strachan,1,Molecular Biology & Genetics
A John,Camm,1,Clinical Medicine
Douglas R,Green,1,Molecular Biology & Genetics
Robert G,Webster,1,Microbiology
John A,Spertus,1,Clinical Medicine
John G,Webb,1,Clinical Medicine
Abdul-Majid,Wazwaz,1,Mathematics
Trisha,Suppes,1,Psychiatry/Psychology
Zhenan,Bao,1,Chemistry
Zhenan,Bao,1,Materials Science
Ben A,Barres,1,Neuroscience & Behavior
Nicholas,Bloom,1,Economics & Business
Dan,Boneh,1,Computer Science
Stephen P,Boyd,1,Computer Science
Emmanuel J,Candes,1,Computer Science
Emmanuel J,Candes,1,Mathematics
Joe Michael,Cherry,1,Biology & Biochemistry
Jiun-Haw,Chu,1,Physics
Yi,Cui,1,Chemistry
Yi,Cui,1,Materials Science
Yi,Cui,1,Physics
Hongjie,Dai,1,Chemistry
Hongjie,Dai,1,Materials Science
Hongjie,Dai ,1,Physics
Karl,Deisseroth,1,Neuroscience & Behavior
David L,Donoho,1,Computer Science
David L,Donoho,1,Mathematics
Timothy R,Dreszer,1,Biology & Biochemistry
Ron O,Dror,1,Biology & Biochemistry
Bradley,Efron,1,Mathematics
Shanhui,Fan,1,Physics
Ian R,Fisher,1,Physics
Gary H,Glover,1,Neuroscience & Behavior
Andrea G,Goldsmith,1,Computer Science
Michael D,Greicius,1,Neuroscience & Behavior
James J,Gross,1,Psychiatry/Psychology
Robert A,Harrington,1,Clinical Medicine
Trevor,Hastie,1,Computer Science
Trevor,Hastie,1,Mathematics
Mark A,Hlatky,1,Clinical Medicine
Sharon Ann,Hunt,1,Clinical Medicine
Guido,Imbens,1,Economics & Business
John PA,Ioannidis,1,Clinical Medicine
John PA,Ioannidis,1,"Social Sciences, general"
Brian K,Kobilka,1,Biology & Biochemistry
Brian K,Kobilka,1,Pharmacology & Toxicology
Helena Chmura,Kraemer,1,Psychiatry/Psychology
Kenneth W,Mahaffey,1,Clinical Medicine
Arun,Majumdar,1,Physics
Robert C,Malenka,1,Neuroscience & Behavior
Michael D,McGehee,1,Materials Science
Vinod,Menon,1,Neuroscience & Behavior
Xiao-Liang,Qi,1,Physics
Allan L,Reiss,1,Neuroscience & Behavior
Alberto,Salleo,1,Materials Science
Zhi-Xun,Shen,1,Physics
Michael,Snyder,1,Biology & Biochemistry
Michael,Snyder,1,Molecular Biology & Genetics
Marcia L,Stefanick,1,Clinical Medicine
Thomas C,Suedhof,1,Neuroscience & Behavior
Cristina M,Tato,1,Immunology
Robert,Tibshirani,1,Mathematics
William I,Weis,1,Biology & Biochemistry
Wing Hung,Wong,1,Computer Science
H-S Philip,Wong,1,Engineering
Shoucheng,Zhang,1,Physics
Carl,Folke,1,Environment/Ecology
Carl,Folke,1,"Social Sciences, general"
Erik LL,Sonnhammer,1,Biology & Biochemistry
Xiao-Ming,Chen,1,Chemistry
Jie-Peng,Zhang,1,Chemistry
Jae Hyung,Park,1,Pharmacology & Toxicology
Kathleen I,Pritchard,1,Clinical Medicine
Aiguo,Dai,1,Geosciences
Elie A,Akl,1,"Social Sciences, general"
Catherine H,Graham,1,Environment/Ecology
Stephen V,Faraone,1,Psychiatry/Psychology
Rishikesh P,Bhalerao,1,Plant & Animal Science
Karin,Ljung,1,Plant & Animal Science
David A,Wardle,1,Environment/Ecology
Karl,Glazebrook,1,Space Science
Jun-Ho,Yum,1,Chemistry
Johan,Six,1,Agricultural Sciences
Michael,Graetzel,1,Chemistry
Michael,Graetzel,1,Physics
Sonia I,Seneviratne,1,Geosciences
Niklaus E,Zimmermann,1,Environment/Ecology
Amos,Bairoch,1,Biology & Biochemistry
Marie-Claude,Blatter,1,Biology & Biochemistry
Anne,Estreicher,1,Biology & Biochemistry
Joel P,Berger,1,Pharmacology & Toxicology
R Paul,Ross,1,Agricultural Sciences
Pedro,Rodriguez,1,Engineering
Jose P,Matas,1,Engineering
Soren,Brunak,1,Biology & Biochemistry
Mikkel,Jorgensen,1,Materials Science
Frederik C,Krebs,1,Materials Science
Michael,Kuhn,1,Biology & Biochemistry
Karl,Leo,1,Materials Science
Hans-Ulrich,Wittchen,1,Psychiatry/Psychology
Karsten,Kalbitz,1,Agricultural Sciences
Adnan,Kastrati,1,Clinical Medicine
Ingrid,Koegel-Knabner,1,Agricultural Sciences
Thomas,Korn,1,Immunology
Stefan,Leucht,1,Psychiatry/Psychology
Thomas,Meitinger,1,Molecular Biology & Genetics
Albert,Schoemig,1,Clinical Medicine
Ralf,Koetter,1,Computer Science
Gerhard,Kramer,1,Computer Science
Michael,Elad,1,Engineering
Mordechai,Segev,1,Physics
Shlomo Shamai,Shamai,1,Computer Science
Yehuda,Carmeli,1,Pharmacology & Toxicology
Mitchell J,Schwaber,1,Pharmacology & Toxicology
Daniel,Cohen-Or,1,Computer Science
Laurence,Steinberg,1,Psychiatry/Psychology
Guoyao,Wu,1,Agricultural Sciences
Ravi P,Agarwal,1,Mathematics
Ronald A,DeVore,1,Mathematics
Michael,Hitt,1,Economics & Business
R,Ireland,1,Economics & Business
Casey J,Papovich,1,Space Science
Hong-Cai,Zhou,1,Chemistry
Shishir,Shishodia,1,Pharmacology & Toxicology
Xueling Y,Wu,1,Microbiology
Shusei,Sato,1,Plant & Animal Science
Shinjiro,Yamaguchi,1,Plant & Animal Science
Masaaki,Komatsu,1,Molecular Biology & Genetics
Yoichiro,Iwakura,1,Immunology
Jin-Hua,She,1,Engineering
Anthony E,Lang,1,Neuroscience & Behavior
Jean,Tirole,1,Economics & Business
Jonathan N,Coleman,1,Materials Science
Aiden P,Corvin,1,Molecular Biology & Genetics
Zeng-Yuan,Guo,1,Engineering
Yadong,Li,1,Chemistry
Jinghong,Li,1,Chemistry
Yadong,Li,1,Materials Science
Jinghong,Li,1,Materials Science
Gaoquan,Shi,1,Chemistry
Andrew,Bernard,1,Economics & Business
Andrew S,Levey,1,Clinical Medicine
Dariush,Mozaffarian,1,Clinical Medicine
John M,Coffin,1,Microbiology
David L,Kaplan,1,Materials Science
Jeffrey B,Blumberg,1,Agricultural Sciences
Jose Luis,Lopez-Sendon,1,Clinical Medicine
Steven G,Deeks,1,Immunology
Jerome,Chappellaz,1,Geosciences
Rodney S,Ruoff,1,Chemistry
Rodney S,Ruoff,1,Materials Science
Rodney S,Ruoff,1,Physics
Goran,Sandberg,1,Plant & Animal Science
Pete,Smith,1,Agricultural Sciences
M,Santosh,1,Geosciences
John W,Lynch,1,"Social Sciences, general"
Timothy P,Hughes,1,Clinical Medicine
Peter,Langridge,1,Agricultural Sciences
Petra,Marschner,1,Agricultural Sciences
Peng,Shi,1,Engineering
Edouard,Bard,1,Geosciences
Eric,Vivier,1,Immunology
Julie M,Decker,1,Microbiology
Cora E,Lewis,1,Clinical Medicine
Maria G,Salazar,1,Microbiology
J David,Sweatt,1,Neuroscience & Behavior
Casey T,Weaver,1,Immunology
Peter G,Pappas,1,Immunology
Jesus F,Salazar-Gonzalez,1,Microbiology
F Stuart,Chapin,1,Environment/Ecology
Paul W,Armstrong,1,Clinical Medicine
Tongwen,Chen,1,Engineering
Royston,Greenwood,1,Economics & Business
Michael,Lounsbury,1,Economics & Business
Marcello,Tonelli,1,Clinical Medicine
David S,Wishart,1,Biology & Biochemistry
Harry R,Buller,1,Clinical Medicine
John JP,Kastelein,1,Clinical Medicine
Anton E,Kunst,1,"Social Sciences, general"
Loet,Leydesdorff,1,"Social Sciences, general"
Hergen,Spits,1,Immunology
Adrian,Covaci,1,Environment/Ecology
Ivan A,Janssens,1,Agricultural Sciences
Ernest,Weingartner,1,Geosciences
Giovanni,Pitari,1,Geosciences
David D,Breshears,1,Environment/Ecology
Xiaohui,Fan,1,Space Science
Robert,Lusch,1,Economics & Business
George H,Rieke,1,Space Science
John J,Wiens,1,Environment/Ecology
John J,Wiens,1,Plant & Animal Science
Eric M,Reiman,1,Neuroscience & Behavior
Bart,Barlogie,1,Clinical Medicine
Jingyi,Chen,1,Chemistry
Meletios A,Dimopoulos,1,Clinical Medicine
Gerasimos S,Filippatos,1,Clinical Medicine
Brent R,Copp,1,Pharmacology & Toxicology
Michael W,Taylor,1,Microbiology
Francisco J,Garcia-Vidal,1,Physics
Delfim FM,Torres,1,Mathematics
Ioan,Pop,1,Engineering
Jordi,Bruix,1,Clinical Medicine
Jose M,Merigo,1,Computer Science
Licia,Verde,1,Space Science
Eduard,Vieta,1,Psychiatry/Psychology
Regina,Kunz,1,"Social Sciences, general"
Thomas,Boller,1,Plant & Animal Science
Edward J,Feil,1,Microbiology
Egbert,Matzner,1,Agricultural Sciences
Stojan,Radenovic,1,Mathematics
Kenneth,Dickstein,1,Clinical Medicine
Stephan,Windecker,1,Clinical Medicine
Matthias,Bigler,1,Geosciences
Matthias,Egger,1,Clinical Medicine
Matthias,Egger,1,"Social Sciences, general"
Hubertus,Fischer,1,Geosciences
Fortunat,Joos,1,Geosciences
Peter,Jueni,1,Clinical Medicine
Jakob,Schwander,1,Geosciences
Thomas F,Stocker,1,Geosciences
Karl-Josef,Dietz,1,Plant & Animal Science
Bernd,Weisshaar,1,Plant & Animal Science
Stephen J,Wood,1,Psychiatry/Psychology
Paulus,Kirchhof,1,Clinical Medicine
Jamie R,Lead,1,Environment/Ecology
Gregory YH,Lip,1,Clinical Medicine
Jane A,McKeating,1,Microbiology
Michele,Baccarani,1,Clinical Medicine
Andrea,Cimatti,1,Space Science
Christian,Drosten,1,Microbiology
Stefan,Grimme,1,Chemistry
Eicke,Latz,1,Immunology
Armin,Falk,1,Economics & Business
Marianne,Lemoine-Goumard,1,Space Science
Michel HR,Haissaguerre,1,Clinical Medicine
Didier,Astruc,1,Chemistry
Bruna,Galobardes,1,"Social Sciences, general"
Julian PT,Higgins,1,"Social Sciences, general"
Debbie A,Lawlor,1,"Social Sciences, general"
Wendy L,McArdle,1,Molecular Biology & Genetics
Geoff R,Nute,1,Agricultural Sciences
R Ian,Richardson,1,Agricultural Sciences
George Davey,Smith,1,"Social Sciences, general"
Jonathan AC,Sterne,1,"Social Sciences, general"
T Andrew,Black,1,Agricultural Sciences
Joerg,Bohlmann,1,Plant & Animal Science
Howard H,Feldman,1,Neuroscience & Behavior
B Brett,Finlay,1,Microbiology
Lawrence Douglas,Frank,1,"Social Sciences, general"
Mark,Halpern,1,Space Science
John N,Klironomos,1,Environment/Ecology
Ian RA,Mackenzie,1,Neuroscience & Behavior
Marco A,Marra,1,Molecular Biology & Genetics
Kai,Morgenstern,1,Agricultural Sciences
Zoran,Nesic,1,Agricultural Sciences
Jamie,Peck,1,"Social Sciences, general"
Dolph,Schluter,1,Plant & Animal Science
Lakshmi N,Yatham,1,Psychiatry/Psychology
Herman W,Barkema,1,Agricultural Sciences
Johann DD,Pitout,1,Pharmacology & Toxicology
Hude D,Quan,1,"Social Sciences, general"
William J,Jagust,1,Neuroscience & Behavior
Steven G,Louie,1,Physics
Daniel S,Rokhsar,1,Biology & Biochemistry
Edward M,Rubin,1,Biology & Biochemistry
Dennis D,Baldocchi,1,Agricultural Sciences
Michael I,Jordan,1,Computer Science
Shauna C,Somerville,1,Plant & Animal Science
David D,Ackerly,1,Environment/Ecology
A Paul,Alivisatos,1,Chemistry
A Paul,Alivisatos,1,Materials Science
A Paul,Alivisatos,1,Physics
Dennis D,Baldocchi,1,Environment/Ecology
Robert G,Bergman,1,Chemistry
Peter J,Bickel,1,Mathematics
Christopher J,Chang,1,Chemistry
Henry,Chesbrough,1,Economics & Business
Stefano,DellaVigna,1,Economics & Business
Alexei V,Filippenko,1,Space Science
Hiroyasu,Furukawa,1,Chemistry
John F,Hartwig,1,Chemistry
Zahid,Hussain,1,Physics
Ali,Javey,1,Physics
